Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
Vistara,S_Kolkata,D_Bangalore,1,9187,18,5,17,0,19,5,10,45,17,45,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3873,21,5,22,20,22,5,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4050,1,6,7,5,1,6,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,18,6,13,15,18,6,15,35,2,20,MAA,CCU,Not Available,Not Available,Not Available
Vistara,S_Mumbai,D_Hyderabad,1,12395,6,3,8,45,6,3,19,55,11,10,BOM,DEL,HYD,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,6327,9,6,19,0,10,6,11,5,16,5,CCU,HYD,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5769,18,6,8,20,18,6,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,11789,12,6,10,20,12,6,19,0,8,40,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6601,27,3,9,45,27,3,22,20,12,35,DEL,HYD,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7354,6,6,6,40,6,6,19,15,12,35,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9555,18,5,17,0,19,5,18,50,1,50,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3543,1,5,9,45,1,5,12,0,2,15,MAA,CCU,Not Available,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,5752,27,5,7,0,27,5,12,55,5,55,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,18,6,14,45,18,6,17,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6842,3,6,5,10,3,6,10,5,4,55,DEL,BLR,COK,Not Available,Not Available
Vistara,S_Mumbai,D_Hyderabad,1,12395,6,3,7,30,6,3,19,55,12,25,BOM,DEL,HYD,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6674,27,5,6,50,27,5,22,30,15,40,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12996,1,4,8,25,1,4,16,20,7,55,CCU,BOM,BLR,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,8327,21,5,16,45,22,5,7,10,14,25,DEL,BLR,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,3173,21,3,13,10,21,3,14,30,1,20,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,12,5,20,25,13,5,21,5,0,40,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6027,24,4,15,10,24,4,20,0,4,50,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,6,6,8,25,6,6,20,45,12,20,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13591,9,5,14,25,10,5,19,15,4,50,DEL,CCU,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9794,15,5,6,0,15,5,19,0,13,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11118,27,6,9,40,28,6,12,35,2,55,DEL,JAI,BOM,COK,Not Available
GoAir,S_Delhi,D_Cochin,1,4959,3,6,7,0,3,6,12,55,5,55,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Delhi,D_Cochin,0,6216,27,4,6,0,27,4,9,10,3,10,DEL,COK,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,15428,6,3,5,55,7,3,7,40,1,45,DEL,BHO,BOM,COK,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,9,4,9,0,9,4,11,25,2,25,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,10203,6,5,20,30,7,5,8,55,12,25,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,6,6,16,30,6,6,23,35,7,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5769,24,6,15,15,24,6,18,10,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10539,12,6,20,25,13,6,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15554,9,3,17,25,10,3,4,25,11,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,8238,1,6,21,50,2,6,3,35,5,45,DEL,LKO,COK,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,27,4,21,5,27,4,23,55,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15764,6,3,16,0,7,3,4,25,12,25,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,14594,1,3,11,5,1,3,19,50,8,45,BLR,CCU,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13626,12,6,6,30,12,6,12,0,5,30,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4077,1,6,0,25,1,6,3,15,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13292,3,6,9,35,4,6,12,35,3,0,DEL,IDR,BOM,COK,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,3210,24,5,19,35,24,5,21,5,1,30,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14486,21,3,7,5,21,3,13,20,6,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,11822,9,4,20,55,10,4,12,35,15,40,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7268,24,6,11,40,24,6,19,15,7,35,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,3,4,18,25,3,4,21,20,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,4384,6,3,22,50,7,3,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2754,18,5,12,0,18,5,13,30,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8355,1,5,10,20,1,5,17,35,7,15,CCU,GAU,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,6,3,6,40,6,3,13,20,6,40,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,18,5,16,55,18,5,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8888,9,5,9,45,9,5,22,30,12,45,DEL,HYD,COK,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,27,5,19,30,27,5,20,45,1,15,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,15,5,19,30,15,5,20,45,1,15,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,15164,1,5,20,30,2,5,13,45,17,15,CCU,DEL,COK,BLR,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9526,15,6,10,20,15,6,19,15,8,55,DEL,BOM,COK,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,6451,15,5,7,55,15,5,13,25,5,30,DEL,BLR,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,5117,27,3,6,5,28,3,9,25,3,20,DEL,MAA,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6147,15,6,15,10,15,6,20,0,4,50,DEL,BLR,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6270,27,6,10,20,28,6,1,30,15,10,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,10112,15,6,23,30,16,6,4,35,5,5,DEL,PNQ,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6206,27,5,17,10,28,5,1,30,8,20,DEL,BOM,COK,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,4107,1,4,22,50,2,4,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,1,5,8,25,1,5,16,20,7,55,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8610,15,5,20,20,16,5,20,20,0,0,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8055,27,3,6,0,27,3,21,0,15,0,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8266,21,5,12,50,21,5,19,15,6,25,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,2,34608,9,3,15,5,10,3,1,35,10,30,DEL,IDR,BOM,COK,Not Available
IndiGo,S_Delhi,D_Cochin,1,11378,3,6,23,30,4,6,4,35,5,5,DEL,PNQ,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,7648,9,3,8,30,9,3,11,30,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11134,24,3,13,55,24,3,22,35,8,40,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Mumbai,D_Hyderabad,1,12395,6,3,11,55,6,3,22,55,11,0,BOM,DEL,HYD,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,9,6,9,0,9,6,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,8851,3,3,6,10,3,3,8,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3543,21,5,17,45,21,5,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,6,6,19,35,6,6,21,5,1,30,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,6860,24,3,23,30,25,3,2,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7048,1,6,9,15,2,6,1,30,16,15,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14502,3,6,10,0,3,6,19,0,9,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,15532,15,5,16,50,16,5,13,45,20,55,CCU,BOM,COK,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,1,6,9,40,2,6,4,25,18,45,DEL,JAI,BOM,COK,Not Available
Air India,S_Mumbai,D_Hyderabad,0,10082,1,3,13,55,1,3,15,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14848,21,5,13,0,21,5,19,15,6,15,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,7298,1,3,9,30,1,3,12,5,2,35,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,6,5,21,15,7,5,0,15,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6674,9,3,7,35,9,3,16,10,8,35,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,21,5,6,0,21,5,8,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,0,4145,6,5,20,45,6,5,23,20,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9416,12,6,12,0,13,6,7,55,19,55,CCU,BBI,BOM,BLR,Not Available
Vistara,S_Bangalore,D_Delhi,0,4878,27,5,19,30,27,5,22,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6628,6,6,9,15,7,6,1,30,16,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12681,1,4,20,0,2,4,12,0,16,0,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8849,1,4,21,10,2,4,9,20,12,10,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,0,5088,24,3,16,0,24,3,18,35,2,35,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11546,9,4,9,25,10,4,4,25,19,0,DEL,LKO,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7723,1,6,13,0,2,6,1,30,12,30,DEL,BOM,COK,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,6253,15,6,7,55,15,6,13,25,5,30,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4544,1,4,17,45,1,4,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,1,6,15,0,2,6,1,30,10,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,21,6,15,15,21,6,18,10,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15554,18,5,10,0,18,5,19,0,9,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,11936,12,6,10,0,12,6,16,15,6,15,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,7480,24,6,17,20,25,6,9,25,16,5,DEL,MAA,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7757,6,5,21,10,7,5,8,15,11,5,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6093,27,6,7,30,27,6,21,0,13,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5883,15,6,17,30,16,6,1,30,8,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5636,27,6,2,0,27,6,7,25,5,25,DEL,MAA,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4995,24,5,2,55,24,5,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,14960,15,5,9,50,16,5,8,55,23,5,CCU,GAU,DEL,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14053,9,3,19,45,10,3,18,50,23,5,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,2,19360,18,5,17,50,19,5,1,30,7,40,DEL,IXU,BOM,COK,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,12,5,10,0,12,5,12,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11467,1,4,20,25,2,4,15,5,18,40,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13591,6,6,16,55,7,6,19,15,2,20,DEL,CCU,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,6,6,16,0,7,6,4,25,12,25,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,5694,9,3,23,30,10,3,2,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,27,6,19,45,28,6,12,35,16,50,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,1,4,20,25,2,4,22,5,1,40,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13376,12,6,6,45,13,6,4,25,21,40,DEL,NAG,BOM,COK,Not Available
Vistara,S_Delhi,D_Cochin,0,8001,3,3,6,0,3,3,9,10,3,10,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15544,21,5,5,30,21,5,12,35,7,5,DEL,BHO,BOM,COK,Not Available
Vistara,S_Bangalore,D_New Delhi,0,6558,24,3,21,10,25,3,0,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7408,9,6,17,0,10,6,1,30,8,30,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13381,27,5,20,15,28,5,19,15,23,0,DEL,CCU,BOM,COK,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,27,5,8,30,27,5,11,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,9,5,6,30,9,5,18,15,11,45,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,12,5,16,30,13,5,18,15,1,45,CCU,BOM,BLR,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,1965,1,5,22,45,2,5,0,15,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,27,5,17,45,27,5,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11507,3,6,21,25,4,6,19,0,21,35,DEL,IDR,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,2,15,3,6,12,35,10,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,18736,9,3,5,55,9,3,19,15,13,20,DEL,BHO,BOM,COK,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,24,6,6,5,24,6,8,50,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8425,15,5,5,15,16,5,6,50,1,35,DEL,TRV,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,18,5,23,5,19,5,12,35,13,30,DEL,AMD,BOM,COK,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,24,5,6,20,24,5,7,40,1,20,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15339,27,6,13,25,28,6,12,35,23,10,DEL,AMD,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,17057,6,3,2,15,6,3,15,30,13,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,6,6,14,5,6,6,23,35,9,30,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2754,18,3,12,0,18,3,13,25,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,22,50,4,6,4,25,5,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,15,5,16,30,16,5,12,0,19,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14676,9,6,9,35,9,6,22,5,12,30,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,27,5,21,50,28,5,19,0,21,10,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3911,9,5,8,20,9,5,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5894,27,6,11,25,27,6,21,0,9,35,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,4842,24,3,7,5,24,3,9,20,2,15,MAA,CCU,Not Available,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,5430,24,4,10,35,24,4,19,35,9,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,9134,15,3,8,0,15,3,15,15,7,15,BLR,BOM,DEL,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,5409,6,6,17,55,6,6,22,50,4,55,DEL,BLR,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_New Delhi,0,4273,18,3,5,45,18,3,8,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5073,24,4,7,35,24,4,12,10,4,35,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7754,21,6,19,50,21,6,22,50,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,27,3,9,35,27,3,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,1,6208,21,3,5,25,21,3,10,10,4,45,BLR,LKO,DEL,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8610,1,5,20,20,2,5,20,20,0,0,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,18211,9,3,18,30,10,3,19,15,0,45,DEL,LKO,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,18,5,14,5,18,5,20,45,6,40,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7341,9,5,17,0,9,5,23,35,6,35,CCU,DEL,BLR,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,4525,27,6,7,25,27,6,13,35,6,10,DEL,AMD,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,24,5,18,55,25,5,19,50,0,55,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13587,15,6,14,0,15,6,21,0,7,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,6377,27,3,7,0,27,3,19,15,12,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,6,6,14,0,7,6,4,25,14,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,1,5,6,30,1,5,18,15,11,45,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,5021,27,4,14,20,27,4,17,35,3,15,DEL,COK,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,9,3,9,35,9,3,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,1965,3,4,13,15,3,4,14,45,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8907,27,6,13,30,27,6,23,0,9,30,DEL,BLR,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9416,6,6,12,0,6,6,21,50,9,50,CCU,BBI,BOM,BLR,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14388,21,5,18,55,22,5,8,15,13,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,9,4,15,50,9,4,18,45,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3807,27,5,22,50,28,5,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,24,6,21,50,25,6,4,25,6,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,15,5,20,0,16,5,4,40,8,40,CCU,BOM,BLR,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3873,9,5,6,55,9,5,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9417,12,6,17,15,13,6,9,25,16,10,DEL,HYD,MAA,COK,Not Available
IndiGo,S_Chennai,D_Kolkata,0,6297,9,3,7,55,9,3,10,15,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7640,24,5,14,20,24,5,22,30,8,10,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,6,5,21,25,7,5,0,5,2,40,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,16,0,4,6,19,0,3,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,11753,15,6,10,55,16,6,7,40,20,45,DEL,GOI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,0,9564,9,3,11,0,9,3,14,15,3,15,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,1,5,18,55,2,5,4,40,9,45,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11538,27,3,6,20,27,3,18,50,12,30,DEL,IXC,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,21,5,11,30,22,5,12,35,1,5,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,22270,1,3,14,5,2,3,8,15,18,10,BLR,BOM,DEL,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2437,1,5,13,15,1,5,14,45,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,18,5,20,55,19,5,4,25,7,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,24,5,20,20,24,5,22,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,9929,15,6,3,50,15,6,19,15,15,25,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,15,6,6,55,15,6,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,20,35,22,3,11,25,14,50,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13712,6,3,8,55,7,3,9,0,0,5,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,3574,9,4,19,20,9,4,23,45,4,25,CCU,HYD,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,7174,9,5,6,10,9,5,23,0,16,50,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7048,27,3,4,45,27,3,15,30,10,45,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9416,12,6,12,0,12,6,21,50,9,50,CCU,BBI,BOM,BLR,Not Available
Air India,S_Delhi,D_Cochin,2,14483,9,3,5,55,10,3,19,15,13,20,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12819,27,6,23,5,28,6,19,0,19,55,DEL,AMD,BOM,COK,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3597,3,6,8,20,3,6,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,11087,9,3,8,0,10,3,9,30,1,30,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5769,3,6,8,20,3,6,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
